职位名称,公司类型,公司规模,发布时间,工作要求,工作类型,工作经验,公司名称,职位月薪,工作地点,公司待遇
Android研发工程师,民营,20-99人,2019-09-20 11:15:01,本科,软件/互联网开发/系统集成,1-3年,灯塔财经信息有限公司,6K-10K,武汉,五险一金带薪年假弹性工作补充医疗保险定期体检
Android软件开发工程师,国企,500-999人,2019-09-20 09:18:18,本科,软件/互联网开发/系统集成,3-5年,普天信息技术有限公司,8K-15K,北京-海淀区,五险一金绩效奖金交通补助餐补采暖补贴
Android开发工程师,民营,20-99人,2019-09-20 10:30:55,本科,软件/互联网开发/系统集成,3-5年,北京亿虎迎通信息技术有限公司,10K-15K,北京,五险一金节日福利周末双休带薪年假
android开发工程师,民营,20-99人,2019-09-20 10:05:54,本科,软件/互联网开发/系统集成,3-5年,中国能源网,15K-20K,北京,
android开发工程师,外商独资,20-99人,2019-09-20 14:04:13,本科,软件/互联网开发/系统集成,1-3年,大连明日星科技有限公司,5K-10K,大连-高新园区,五险一金交通补助餐补采暖补贴带薪年假
android开发,股份制企业,500-999人,2019-09-20 08:26:04,大专,软件/互联网开发/系统集成,1-3年,山东天元信息技术股份有限公司,8K-10K,东营-东营区,周末双休五险一金绩效奖金股票期权带薪年假
Android工程师,民营,20人以下,2019-09-20 10:48:07,大专,软件/互联网开发/系统集成,1-3年,上海东孝互联网信息技术有限公司,8K-12K,上海,创业公司五险一金节日福利周末双休
Android系统工程师,民营,1000-9999人,2019-09-20 09:05:23,本科,软件/互联网开发/系统集成,3-5年,深圳完美星空科技有限公司,15K-22K,深圳,五险一金绩效奖金加班补助定期体检带薪年假
android系统开发工程师,民营,20-99人,2019-09-20 09:57:44,大专,软件/互联网开发/系统集成,1-3年,郑州昱睿软件科技有限公司,10K-15K,上海,周末双休创业公司员工旅游节日福利五险一金
Android开发工程师,民营,100-499人,2019-09-20 10:37:22,大专,软件/互联网开发/系统集成,1-3年,广东健康在线信息技术股份有限公司,8K-10K,北京,五险一金餐补通讯补助定期体检带薪年假
android开发,民营,20-99人,2019-09-20 10:07:50,本科,软件/互联网开发/系统集成,1-3年,南京和而泰智能物联技术有限公司,10K-15K,南京,
安卓Android APP开发工程师,民营,20-99人,2019-09-20 11:37:36,大专,软件/互联网开发/系统集成,不限,厦门市吉龙德环境工程有限公司,4K-8K,厦门-同安区,五险一金绩效奖金全勤奖带薪年假定期体检
